gene,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches
AC109472.1,True,0.0238486003346168,1.355639187176998,0.6908673,3
LINC02109,True,0.04499566910303031,1.8924509650841224,2.1645954,5
PDZD2,True,0.10106184761937484,1.514317514210573,1.1447737,6
AC010343.3,True,0.01261372904826758,1.7939159030911351,1.8928418,9
RAI14,True,0.014174089457362385,1.3219261036517391,0.60606796,3
TTC23L,True,0.021175246781370928,1.4171554805990478,0.8917637,3
PRLR,True,0.27015408314549416,1.7649539982191165,1.7647502,8
SPEF2,True,0.28176160908020276,1.651686805166277,1.299765,6
AC137810.1,True,0.21150949626746898,1.942479461523181,2.2414114,10
IL7R,True,1.4085513571942436,2.2299281621400597,1.6211449,7
SLC1A3,True,0.0638005503766447,1.3799050927455494,0.7967696,5
LIFR,True,0.0049458108834173386,1.3821577814620478,0.8370415,4
CCDC152,True,0.08239822879535486,1.4476844972470524,0.9779825,3
SELENOP,True,0.026919191029996632,1.5968876600148605,1.354556,9
AC008945.2,True,0.04047569168634939,1.5217281441882797,1.1804465,6
NIM1K,True,0.027684211635238987,1.430599268559831,0.9051701,3
NNT-AS1,True,0.12563609403798176,1.4941327676979872,1.0669756,3
AC022126.1,True,0.017529453448910777,1.629996238586297,1.5005578,6
ITGA1,True,0.062216404553934034,1.5861257517116898,1.2848859,7
LINC01033,True,0.03848145052240396,1.6650607408686777,1.5890065,6
GZMK,True,0.22244578941837254,1.7416025351049804,1.6805542,7
GZMA,True,0.5538546355391316,1.8115198059164843,1.4290028,6
PLPP1,True,0.5344773151516897,1.7502020250064754,1.1955192,5
AC008892.1,True,0.29109036823285334,1.5010860583759036,0.8661925,3
ANKRD55,True,0.12432016917813267,1.6005623699275713,1.3791826,5
AC025470.2,True,0.0018739181183586098,1.3763623464824357,0.66149175,4
PDE4D,True,1.6429085835544825,2.8489145743592243,2.5824623,10
NDUFAF2,True,0.7005773046438342,1.8547749833970895,1.3591025,7
ZSWIM6,True,1.9281797211662746,2.4114709732332846,1.3138996,5
ADAMTS6,True,0.24616733895771542,2.0489209410724554,2.5521998,10
CENPK,True,0.3503707587406035,1.5193470049665647,0.7955922,3
MAST4,True,0.4627224071093101,1.9840032534303809,2.1509383,10
AC112206.2,True,0.02780623744545619,1.9650367130732753,2.3869522,8
ARHGEF28,True,0.05817532516772954,1.6383199251530471,1.4906298,7
FAM169A,True,0.5120314748769323,1.7154274047501623,1.098934,6
AC116337.3,True,0.050687863384351106,1.8100385077102241,1.9669067,9
GCNT4,True,0.18557120283808873,1.635411236083204,1.4121392,6
ANKRD31,True,0.0382540936956233,1.537746608634227,1.20912,5
LHFPL2,True,0.19938137621354013,1.7535089845578569,1.743429,8
DMGDH,True,0.14104722124642105,1.6297443536369332,1.4851196,9
HOMER1,True,0.10714551174128936,1.560327646151781,1.2799474,5
SERINC5,True,1.5404321229783964,2.1340307106850975,1.0977652,5
RASGRF2,True,0.7676206848255157,2.089340550504145,2.082101,10
CKMT2-AS1,True,0.16698893824317948,1.4796396877772753,0.9796694,5
ACOT12,True,0.018950892039295966,1.4966305461911316,1.1154671,5
SSBP2,True,1.3728888403095219,2.1046874017685253,1.3427227,6
XRCC4,True,0.7100504042141447,1.8595236114254772,1.4269315,6
VCAN,True,2.5978838673979263,3.8982145454121437,2.7294657,7
VCAN-AS1,True,0.3755574383708199,1.5719750350833686,0.9983718,4
EDIL3,True,0.010803635609834914,1.398677769394102,0.78780824,3
AC109492.1,True,0.03254684925810104,1.875807668769781,2.1455786,9
TMEM161B-AS1,True,0.5199202921138066,1.6865157933716564,1.0836467,4
MEF2C,True,1.4057724068383666,2.4683141178515875,2.095409,9
MEF2C-AS1,True,0.22233175767335484,2.0662655770982505,2.4862986,10
LINC02161,True,0.026032102911041893,1.7744153876936342,1.7922382,5
LUCAT1,True,0.43253139458922407,2.40363216340529,3.4480395,10
ARRDC3-AS1,True,0.29036646108370284,1.5886461968518715,1.1083575,6
AC093298.2,True,0.010067281256012323,1.349313810295006,1.0923667,6
NR2F1-AS1,True,0.004730951462709578,1.257962687181277,0.4056417,5
AC106818.2,True,0.12789075384378262,1.4293655732988264,0.9148802,3
AC117528.1,True,0.012832309125506614,1.5475538234538277,1.1774976,5
KIAA0825,True,0.4715397024809792,2.0837305957662733,2.5238202,10
MCTP1,True,1.2184088293495265,2.2389870756322017,1.7953426,8
SPATA9,True,0.014777061332718871,1.5062174435020264,1.1451911,3
RHOBTB3,True,0.16006540044246795,1.5090516784553758,1.1395093,4
AC104123.1,True,0.18024692263693348,1.8352635133713666,2.0455663,10
LIX1-AS1,True,0.3311579745029588,2.505402662114942,3.7593544,10
LIX1,True,0.03745432016103677,1.5696349150044357,1.2651484,4
AC008883.1,True,0.023078514344897497,1.3900513295676395,0.7880238,4
LINC01340,True,0.02391843406958794,1.8717089917226546,2.1525152,8
AC122697.1,True,0.0056273027843687,1.5810647243648295,1.3044616,5
LINC02234,True,0.012340982295656847,1.8024828196311282,1.999278,7
AC021086.1,True,0.014918652390422416,1.5945152441504302,1.3816247,6
SLCO4C1,True,0.20620503699689835,1.708432634991614,1.6068927,10
PAM,True,1.2182034433428,2.101303774623378,1.5406047,8
EFNA5,True,0.14265560277884,2.27878557269151,3.398427,9
FER,True,1.014833537470941,1.9261725217127772,1.1913106,4
TMEM232,True,0.05274557379979892,1.8277848260801826,2.0230594,8
CAMK4,True,2.0165088581123976,2.8639183482751944,1.9156809,7
STARD4-AS1,True,0.19069079777317027,1.7616974045459552,1.737581,9
EPB41L4A,True,0.1626725719994377,1.869960518911921,2.0946167,10
MCC,True,0.15417688151074765,1.761146541700802,1.8449438,8
KCNN2,True,0.003968740203429898,1.4673255451259561,1.0208642,3
AC010230.1,True,0.0019316456688799988,1.3330556925852057,0.5518298,3
SEMA6A-AS1,True,0.2756207607155321,1.6512244464852028,1.3248984,6
DTWD2,True,0.2357958671468626,1.6439530192184661,1.3551337,7
AC008629.1,True,0.020349255720370597,1.550841410462894,1.2214895,5
PRR16,True,0.11592118798460997,1.983911306101567,2.5078225,10
SNX24,True,0.27240299755620695,1.5595910425463768,1.1474392,6
LINC01170,True,0.005086156421907221,1.4377378973086656,0.80433714,3
ZNF608,True,0.022048713421650934,1.3931375453686095,0.82019407,5
LINC02240,True,0.02022083027594178,1.5498770588461597,1.225319,5
AC116362.1,True,0.027439387226083294,1.589602480652125,1.3535534,5
GRAMD2B,True,0.2346713243253235,1.54781634613482,1.0930113,5
AC093535.1,True,0.09724315811946019,1.5614818839920015,1.2734863,6
MARCH3,True,0.5953282618677799,2.099569571225717,2.2446713,9
CCDC192,True,0.02535041221924313,1.509029097187035,1.110368,4
LINC01184,True,0.5955315674398085,1.818726688260308,1.3648866,7
FBN2,True,0.23236696426067147,1.6594962795848431,1.4420164,9
ADAMTS19,True,0.004990539246434386,1.3268086098906053,0.6064654,3
AC008591.1,True,0.00780021901460348,1.378412147513939,0.7573468,3
CHSY3,True,0.08852855364880019,2.452799897161179,3.7281446,9
AC006525.1,True,0.006812088470832275,1.3260249633380834,0.5843667,3
MEIKIN,True,0.05722019955560931,1.5984563440498016,1.3551612,9
AC034228.3,True,0.00679352060295039,1.346987190606305,0.6424827,3
FSTL4,True,0.021090401142784963,1.647659042270727,1.5530475,6
TCF7,True,1.0789979864762234,1.8929908203304913,0.9221523,4
SPOCK1,True,0.15395383688500308,1.7494546868794671,1.7280332,10
AC106791.1,True,0.22993316269337552,1.6186202827757463,1.3192338,8
EGR1,True,0.2719366894970291,1.6467762966182495,1.4230602,5
MZB1,True,0.038594527524384276,1.7110570167767662,1.6724308,7
DNAJC18,True,0.08652546211214952,1.4935192294611437,1.1016036,4
AC244517.11,True,0.005235862844660147,1.2901353614956577,0.5531805,3
ARHGAP26,True,2.409070053438162,2.823159642052839,1.3156452,3
AC008696.2,True,0.014883123207472693,1.4322452398254473,0.9045198,3
KCTD16,True,0.01057793144459927,1.6325562415695956,1.4674371,6
AC137770.1,True,0.00157786887932774,1.3841713581953092,0.7856453,4
PRELID2,True,0.06133777107761852,1.7250789294804858,1.7226378,8
SH3RF2,True,0.018822978713863764,1.53588944898893,1.1340411,6
AC011396.2,True,0.005466252360972932,1.5108170430656944,1.0577363,5
PPP2R2B,True,0.8956563475013969,2.43931396185897,2.814325,10
JAKMIP2,True,0.47333236462197004,1.9143511475183186,1.9820307,10
AC011346.1,True,0.06272007976555746,1.574650762615089,1.3078076,6
CD74,True,1.9495196193922701,2.690733792092592,1.8111858,9
IRGM,True,0.023212542557824744,1.469714849199718,1.03309,3
SPARC,True,0.019150918756692274,1.7159035106843934,1.6828246,5
LINC01933,True,0.032259395368950575,1.8132818390337129,2.0021114,10
SGCD,True,0.45153261784663057,3.072804551056392,5.651866,10
TIMD4,True,0.021098764101692015,1.3977299503074803,0.8121322,3
ITK,True,1.5558762237379415,2.1866042287982403,1.2002349,5
ADAM19,True,0.7406646024387002,1.925461661900465,1.4368035,8
LINC02227,True,0.008385294050225398,1.3681519475910733,0.6990831,3
EBF1,True,0.6481921922074753,3.3614867414498812,6.1828732,10
AC008691.1,True,0.0712125210841881,1.8224169248454967,1.9720831,9
CCNJL,True,0.03193484683622888,1.5401676396746884,1.2423042,4
GABRB2,True,0.11713293805620142,1.4582986188540727,0.8036992,3
GABRG2,True,0.002735151730498874,1.4001130507664774,0.75133604,3
AC113414.1,True,0.09788832883002932,1.6936949747591115,1.6534097,9
AC109466.1,True,0.016894350554349093,1.3741503418750218,0.7030217,4
TENM2,True,0.05597430506947069,1.4461733148741047,0.9389402,3
WWC1,True,0.02267140640463476,1.3806340385601614,0.71555895,4
RANBP17,True,0.0677652933636892,1.7232302109605613,1.7502676,9
CPEB4,True,1.0730570539387134,1.8233463709736486,0.7898144,3
RNF130,True,1.2767256490345793,1.987374803958455,0.9584087,4
GFPT2,True,0.023899180674383524,1.516082281042059,1.1568906,5
BTNL8,True,0.0031077156790269896,1.445148589035552,0.8225899,3
IRF4,True,0.18029105042425897,1.8592463014412322,2.1167085,10
GMDS,True,1.28906563249919,1.9654604498901516,0.97748244,4
GMDS-DT,True,0.9226727969188261,1.9997013606764724,1.4403949,7
SLC22A23,True,0.2088756522015905,1.7145276648361378,1.5982702,8
AL033523.1,True,0.006535544201878328,1.3898835768063655,0.7935842,3
F13A1,True,0.30628848452349944,1.6326595456502802,1.2551622,5
LY86-AS1,True,0.06598837531265804,1.6843891935004927,1.6471629,6
BMP6,True,0.04108793092055785,2.0280179995838292,2.591868,7
TXNDC5,True,0.1924332429784266,1.6667020725544184,1.4254729,5
HULC,True,0.1552206858655028,2.0945461024250505,2.7606945,10
GCNT2,True,0.3508150927807918,1.5427613922999412,0.9497895,5
MAK,True,0.10387825401044659,1.3898465356985754,0.80619276,3
SYCP2L,True,0.036683028034490014,1.4719244119881287,1.0617845,5
TMEM170B,True,0.7388957088750467,1.8821645853926163,1.4799576,7
ADTRP,True,0.15255153911980832,1.5808241171119863,1.1790273,4
PHACTR1,True,0.36413316761204834,1.577204424209541,0.92861414,3
GFOD1,True,0.4374761001359425,1.780836499016393,1.5102495,7
CD83,True,1.35394081936833,2.3312069024694857,1.8589362,10
AL009177.1,True,0.038048889219491615,1.5125274725796212,1.1404141,3
JARID2,True,2.164020254669318,2.8803725130354456,1.6714598,7
KIF13A,True,0.8913289657072486,1.9214422667075257,1.4116108,7
RNF144B,True,0.9382590959409798,2.16427763382553,1.9390411,8
AL158198.1,True,0.08636581541511038,1.6888287737770455,1.6463829,8
SOX4,True,0.2663192387230977,1.6325680313391238,1.191103,4
CASC15,True,0.05363811472122314,1.4456322351880455,0.91491735,3
DCDC2,True,0.0069595459400746545,1.345332719303117,0.65544516,3
LINC02828,True,0.012025844761222284,1.3592890839123648,0.65697104,3
CARMIL1,True,0.5989884029074541,1.9062886614354628,1.6039547,7
SLC17A3,True,0.0038001329848695664,1.305969780765548,0.53597087,3
HIST1H3B,True,0.014175665440131763,1.432597703631921,0.9798415,5
HIST1H2AC,True,0.41582351752017555,1.5600078788390521,0.92621815,4
LINC00240,True,0.00688351526385893,1.3403299819188834,0.5886629,3
AL021918.5,True,0.05380081258782572,1.5979052831571199,1.3918172,5
HIST1H1B,True,0.05406027905152368,1.352422829615639,0.6960064,3
HCG17,True,0.1991682426342669,1.4839939758988145,1.0122164,3
LINC00243,True,0.17385759655568037,1.5101079590856794,1.0703889,5
LTB,True,1.128256816716058,2.074067125334781,1.4865061,5
MPIG6B,True,0.0191622263762091,1.3292959317989517,0.65942,3
TSBP1-AS1,True,0.14684418097983204,1.8782340312542796,2.0026453,8
TSBP1,True,0.033006271125092045,1.412086412475792,0.8561406,3
HLA-DRA,True,1.384012241864693,2.4060404406971854,2.0872467,8
HLA-DRB1,True,1.2937062016868266,2.317992929682139,1.9535017,8
HLA-DQA1,True,0.5754869314046483,1.9780915534426147,1.9620956,8
HLA-DQB1,True,0.756899335864028,1.858244779299411,1.3210791,4
HLA-DPA1,True,0.6659533465759314,1.7122684864775102,0.9155625,4
HLA-DPB1,True,0.8590760621563545,1.7777277155664895,0.8986039,4
DNAH8,True,0.02087668933899769,1.4902886009642144,1.0330833,5
LRFN2,True,0.038404956994066916,1.5107843597892172,1.1324183,5
TREML1,True,0.00972837188052732,1.4306395442293065,0.9609581,4
TREM1,True,0.35840185063197916,1.6168164123866664,1.0362046,3
AL133334.1,True,0.0859519047523544,1.4748406764885622,1.0405054,4
SUPT3H,True,1.1173313205732598,2.1701594318140915,1.8321177,8
RUNX2,True,0.8677758716915616,2.1733006274987146,2.0222316,10
CLIC5,True,0.12326699089671456,1.643845656005307,1.5034249,7
AL035701.1,True,0.05067202433762789,1.4793208948041572,1.0838652,3
RCAN2,True,0.018137089851916144,1.5928839976830529,1.4047599,3
TNFRSF21,True,0.14043608403940624,1.6905487111931599,1.6482762,8
ADGRF2,True,0.0016889047924960176,1.3883970460119666,0.7337799,3
LRRC1,True,0.05250332484131527,1.4335843147920286,0.9411524,4
DST,True,0.3188545595751831,1.6887862627528551,1.3246096,7
AL445250.1,True,0.007315699554278243,1.3132065669310264,0.941719,4
KHDRBS2-OT,True,0.029275463025578152,1.516519172253353,1.1400926,5
KHDRBS2,True,0.5523471227858184,2.6690032045277463,4.208363,10
LGSN,True,0.005638262239785624,1.3265032646336472,0.5485317,3
ADGRB3,True,0.15267340015565564,2.0694622650652845,2.6550856,8
COL19A1,True,0.44936652021007417,3.010384013540126,5.4791865,10
AL160262.1,True,0.004387051575596668,1.2944968507987202,0.96365184,4
KCNQ5,True,1.0464186861639513,2.7342119933832754,3.6478784,10
OOEP,True,0.026000562087886092,1.4137895866239554,0.8531998,3
CD109,True,0.10371058529439883,1.6258908108072543,1.465785,6
AL357507.1,True,0.007735437781356642,1.3252644736962307,0.60116667,3
FILIP1,True,0.008141041893746835,1.479593891588962,1.0489655,3
MYO6,True,0.2495327592328485,1.7297920989874378,1.6699859,9
IRAK1BP1,True,0.11615726525379841,1.4975410159598832,1.0806823,3
SH3BGRL2,True,0.01455394088428864,1.5789246815934754,1.353948,5
ELOVL4,True,0.029995261378299914,1.5143575889730052,1.1309339,5
BCKDHB,True,0.5178529579087476,1.848121008593208,1.6483377,9
TENT5A,True,0.8930113069234309,2.0518481704828253,1.8156372,10
UBE3D,True,0.3908957775545217,1.8315450623153968,1.783084,10
ME1,True,0.14501455433908889,1.784932785492164,1.870034,9
SMIM8,True,0.24978939001220762,1.5624494585334758,1.0080378,4
AL139042.1,True,0.04123087670150237,1.341581530522586,1.0468925,4
SRSF12,True,0.015601693147627337,1.55121275048934,1.2714198,3
ANKRD6,True,0.2721716203259873,1.784046134283099,1.6750162,8
BACH2,True,2.181294024602606,3.3557798006913075,2.9018075,9
UFL1-AS1,True,0.11529655910611672,1.8033617825022223,1.9634461,9
GPR63,True,0.007578879976576855,1.342204798120757,0.6837914,4
KLHL32,True,0.1412679648940328,1.8855681089728797,2.1698954,9
AL589740.1,True,0.04026831768663899,1.5040020752345336,1.1026256,4
GRIK2,True,0.017363837930483055,1.7255335664406466,1.7250838,7
RTN4IP1,True,0.1332234293840454,1.4980183808300067,1.1064402,4
PDSS2,True,0.9374874967098776,1.8180499751412487,0.9441891,3
SOBP,True,0.031102127570207177,1.47066480701402,1.0332416,3
SCML4,True,0.9699731174120549,1.9391285768094613,1.2474015,4
AFG1L,True,0.25098791275690724,1.5944047076993495,1.2364057,6
FOXO3,True,1.3405554619955444,1.9756143223429419,0.89423966,3
AK9,True,0.2732321701493906,1.6269082282790017,1.2068244,6
METTL24,True,0.05610755158375423,1.5997427850462418,1.3758729,6
SLC16A10,True,0.3497105731580798,2.0744599460281847,2.5560167,10
MFSD4B,True,0.5917747629507514,1.6770602850789718,0.82526815,3
FO393415.3,True,0.0072376029074185996,1.3484125718924773,0.76935136,3
MARCKS,True,0.5368413428066217,1.6844165307855512,1.0233608,3
FRK,True,0.013584911241866351,1.3431909100612542,1.081502,5
NT5DC1,True,0.7829839329824909,1.7884566923697254,1.0441532,4
DSE,True,0.6549179169052574,1.7097144025872524,0.9914263,3
TRAPPC3L,True,0.0025120804440036406,1.2986826071453026,0.959572,4
AL137009.1,True,0.1341862423571448,1.6720903197770227,1.6045185,8
FAM184A,True,0.13324419700740134,1.7110546899812888,1.7072828,8
MAN1A1,True,1.2274425004686615,2.0213592417726742,1.1818241,4
AL096854.1,True,0.008486335812279375,1.903890484535696,2.188006,8
TBC1D32,True,0.5556019944330816,1.8466858589452255,1.3934375,6
PKIB,True,0.048577919323662795,1.6602202942094428,1.5719473,7
AL133257.1,True,0.003923617523474038,1.317869220513763,0.97795534,5
NKAIN2,True,0.04076791285383264,2.4139594697955227,3.681223,9
RNF217-AS1,True,0.042115261660312805,1.5194381731191755,1.1398574,5
TPD52L1,True,0.006925095340132988,1.3755684677548037,0.73021615,4
C6orf58,True,0.010248779702925715,1.3891043388381947,0.84270805,3
THEMIS,True,1.4039411733485712,2.562902170609882,2.3942397,10
PTPRK,True,0.2474454305126171,2.2953349680335235,3.2209895,10
AL590006.1,True,0.09767536601644702,1.9453963184007517,2.3473537,10
LAMA2,True,0.04568655764220313,1.5060500632779525,1.0950459,4
AL356124.1,True,0.08224313989988011,1.5829449473962136,1.3393148,8
TMEM244,True,0.02532780283691064,1.406564886216789,0.8601689,4
SAMD3,True,0.7961513588515936,2.0128529481597726,1.7516375,8
TMEM200A,True,0.041600641830505714,1.7262612173978042,1.7625322,8
EPB41L2,True,0.31337514603056416,1.7534653368955806,1.5818355,10
ENPP3,True,0.01736177405011498,1.5656624066164422,1.2525942,6
MOXD1,True,0.014359172083705352,1.5474961212851468,1.255737,4
VNN1,True,0.08554329229306472,1.7043672120077709,1.7048501,6
VNN3,True,0.11103628790901224,1.625069400310748,1.4361273,7
SGK1,True,0.46830497287078166,1.6774933093752984,1.1304795,5
AHI1,True,0.47930435425645507,1.7541572127454874,1.3319592,7
PDE7B,True,0.20547138817029312,1.8877388155954962,2.0733204,10
AL138828.1,True,0.0271193271871683,1.536397771140416,1.1626395,5
MAP7,True,0.03576675435472323,1.5229874437245163,1.1969967,5
PEX7,True,0.2247180543880473,1.5386904909753538,1.1548674,5
WAKMAR2,True,0.33126576120460594,1.6267987559764354,1.1192129,4
TNFAIP3,True,1.3483352225449752,2.043205178605224,1.1395762,3
NHSL1,True,0.2960462813765154,1.7542380422655206,1.6794475,9
AL592429.2,True,0.23309896055483673,1.9230052268987676,2.065338,9
AL035446.2,True,0.049808149307901076,1.5105752591125898,1.0905659,5
HIVEP2,True,1.5073253851309771,2.068150437305827,1.0329877,4
LINC01277,True,0.03120913627781789,1.5919049409323882,1.3737633,6
AIG1,True,0.23502459991679134,1.7871225769927528,1.845614,10
PHACTR2,True,1.6256560041993549,2.3125109877509424,1.4467051,6
EPM2A,True,0.25703780378633345,1.5253083462418668,0.9568952,4
STXBP5-AS1,True,0.1313377578419853,1.7492132535895741,1.7975303,10
SASH1,True,0.23315072796669217,1.5415977079626504,1.0325593,5
UST,True,0.6322264495982652,2.025818009229522,2.0065012,10
PLEKHG1,True,0.6069004189609386,2.3569002157125287,3.0251317,9
MTHFD1L,True,0.2817724119242515,1.5853392390292829,1.2027781,5
AKAP12,True,0.017958035646977594,1.5178264668242287,1.1424209,6
ESR1,True,0.35411148700745004,1.9898986593044157,2.3696635,10
SYNE1,True,1.6313166810819364,2.3445043168258852,1.5488708,9
RGS17,True,0.04842842690185365,1.6529184461568545,1.509277,6
CNKSR3,True,0.0107213635860953,1.2725476297007874,0.8980688,4
AL589693.1,True,1.1829880595919389,3.255696661235408,4.8753085,10
AL512658.2,True,0.04032324219577623,1.4998438739798847,1.1043644,4
ZDHHC14,True,0.320114728163935,1.699677969197415,1.4503984,8
SYTL3,True,1.3029828104144467,2.109209492098176,1.2912272,4
EZR,True,1.4605095861943944,1.9950237950122207,0.85859865,3
AL078604.4,True,0.07074692562216063,1.6667365199059982,1.5753917,8
SOD2,True,0.9753164016858706,1.8426238347420256,0.9522871,3
PRKN,True,1.0020041750611255,2.4053301903636357,2.8329492,10
PACRG,True,0.0715875885751131,2.0166516172389515,2.557878,10
QKI,True,2.0790767770125695,2.3674443687045446,0.963865,5
RPS6KA2,True,0.5416464479663554,1.6947467921796815,1.1363226,5
CCR6,True,0.14392679081814003,1.5467369283511583,1.2603711,7
AL513210.1,True,0.003754670463067683,1.5891722887276782,1.337601,6
AL135910.1,True,0.0050570554048543674,1.4112996397287971,0.8738364,4
WDR27,True,0.31587858551838865,1.6556238051616634,1.2719644,6
AC147651.1,True,0.0021933606999841103,1.118399813921498,0.66211206,3
